,id,comment_text_x,target_x,toxicity_annotator_count_x,severe_toxicity_x,obscene_x,threat_x,insult_x,identity_attack_x,male_x,female_x,transgender_x,other_gender_x,heterosexual_x,homosexual_gay_or_lesbian_x,bisexual_x,other_sexual_orientation_x,christian_x,jewish_x,muslim_x,hindu_x,buddhist_x,atheist_x,other_religion_x,black_x,white_x,asian_x,latino_x,other_race_or_ethnicity_x,physical_disability_x,intellectual_or_learning_disability_x,psychiatric_or_mental_illness_x,other_disability_x,comment_text_y,target_y,toxicity_annotator_count_y,severe_toxicity_y,obscene_y,threat_y,insult_y,identity_attack_y,male_y,female_y,transgender_y,other_gender_y,heterosexual_y,homosexual_gay_or_lesbian_y,bisexual_y,other_sexual_orientation_y,christian_y,jewish_y,muslim_y,hindu_y,buddhist_y,atheist_y,other_religion_y,black_y,white_y,asian_y,latino_y,other_race_or_ethnicity_y,physical_disability_y,intellectual_or_learning_disability_y,psychiatric_or_mental_illness_y,other_disability_y,word_count
34,244723,"You are stating the same sort of conspiracy theory that supporters of the occupiers have been making online in countless discussion forums.   These are extremist anti-government hate groups, and are no different than Islamic terrorists with regarding to the irrationality of their thinking.   Back on Feb 2nd, it was announced that the investigation into Finicum's shooting would not be done until early to mid March.   The investigation is being headed by the Deschutes County Sheriff's office, with assistance from the Bend and Redmond police departments.

Yet, you attempt to make some sort of anti-government conspiracy out of this investigation, when it is being handled normally according to established protocols.   You need to spend more time reading real news, and stop listening to all of the nonsense on these anti-government websites.

http://www.oregonlive.com/oregon-standoff/2016/02/investigation_into_death_of_or.html",0.5,10,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"You are stating the same sort of conspiracy theory that supporters of the occupiers have been making online in countless discussion forums.   These are extremist anti-government hate groups, and are no different than Islamic terrorists with regarding to the irrationality of their thinking.   Back on Feb 2nd, it was announced that the investigation into Finicum's shooting would not be done until early to mid March.   The investigation is being headed by the Deschutes County Sheriff's office, with assistance from the Bend and Redmond police departments.

Yet, you attempt to make some sort of anti-government conspiracy out of this investigation, when it is being handled normally according to established protocols.   You need to spend more time reading real news, and stop listening to all of the nonsense on these anti-government websites.

http://www.oregonlive.com/oregon-standoff/2016/02/investigation_into_death_of_or.html",0.5,10,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131
36,244872,"The kind of messes we are seeing go beyond someone just needing a place to store their stuff. We are talking garbage, used needles, and excrement. Plus bizarre things like large kids' toys when there are no kids around. You hit it on the head when you brought up mental illness. I think the majority of those camping in the big camps full of trash are either mentally ill or on drugs and need genuine assistance, not just a place to camp. Those who are are just down on their luck, but otherwise healthy and productive, tend to find places to crash with friends or sleep in their cars.",0.4,10,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The kind of messes we are seeing go beyond someone just needing a place to store their stuff. We are talking garbage, used needles, and excrement. Plus bizarre things like large kids' toys when there are no kids around. You hit it on the head when you brought up mental illness. I think the majority of those camping in the big camps full of trash are either mentally ill or on drugs and need genuine assistance, not just a place to camp. Those who are are just down on their luck, but otherwise healthy and productive, tend to find places to crash with friends or sleep in their cars.",0.4,10,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109
37,244911,"I didn't hear about the Christian thing with Shockley is he a member of your church? Wouldn't surprise me that someone of such low character was passing themselves off as a Christian.

Secondly I didn't condemn the D- Party, what I wrote was "" Seems the Democrats in Oregon have some real dark horses in their barn yard"",  ""some real dark horses"" speaks to individuals as opposed to saying ALL D-Party members are dark horses. Gee I would hope they not all lairs like Obama, Hillary, Kitzhaber, Bean and Shockley but maybe I'm wrong? I really like Eugene City Councilor George Poling and he is registered democrat.",0.4,10,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I didn't hear about the Christian thing with Shockley is he a member of your church? Wouldn't surprise me that someone of such low character was passing themselves off as a Christian.

Secondly I didn't condemn the D- Party, what I wrote was "" Seems the Democrats in Oregon have some real dark horses in their barn yard"",  ""some real dark horses"" speaks to individuals as opposed to saying ALL D-Party members are dark horses. Gee I would hope they not all lairs like Obama, Hillary, Kitzhaber, Bean and Shockley but maybe I'm wrong? I really like Eugene City Councilor George Poling and he is registered democrat.",0.4,10,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
38,244914,"Who:  I certainly didn't say ""all Christians"" were operating Ponzi schemes either.  I am  not a member of Mr. Shockley's church (or any church), but I do know he was very involved and active in that church.  You note that ""someone of such low character was passing themselves off as a Christian.""  You think that's bad.  Based on your assertions (unsupported, by the way) it seems that, even worse, ""someone of such low character was (also) passing themselves off as a Democrat.""  These damn lowlifes; they're giving both the Christian Church and the Democatic Party a bad name.  Whatever shall we do?",0.6,10,0.0,0.5,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Who:  I certainly didn't say ""all Christians"" were operating Ponzi schemes either.  I am  not a member of Mr. Shockley's church (or any church), but I do know he was very involved and active in that church.  You note that ""someone of such low character was passing themselves off as a Christian.""  You think that's bad.  Based on your assertions (unsupported, by the way) it seems that, even worse, ""someone of such low character was (also) passing themselves off as a Democrat.""  These damn lowlifes; they're giving both the Christian Church and the Democatic Party a bad name.  Whatever shall we do?",0.6,10,0.0,0.5,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102
44,245905,"Ms. Slovic:

Wow.  Thanks for this.  I love the disconnect between Bailey attending a somewhat scary church (female submission, anti-gay) and being a progressive.  It shows something hard to define, but not very likable, about his character.  He's kinda wishy-washy.   

I, for one, don't want a candidate who acts on woo-woo beliefs
and goes to a church that disdains the lifestyles of many Portlanders.

Gay people, co-habitors, feminists should consider whether they want Bailey to lead the city, given his almost schizoid spirituality (my church is great even if the doctrines and clergy are backwards and bigoted).

What does it say about Bailey's intellect that he can hold such self-contradictory ideas?",0.4,10,0.0,0.0,0.0,0.4,0.5,0.0,0.7,0.0,0.0,0.1,0.9,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ms. Slovic:

Wow.  Thanks for this.  I love the disconnect between Bailey attending a somewhat scary church (female submission, anti-gay) and being a progressive.  It shows something hard to define, but not very likable, about his character.  He's kinda wishy-washy.   

I, for one, don't want a candidate who acts on woo-woo beliefs
and goes to a church that disdains the lifestyles of many Portlanders.

Gay people, co-habitors, feminists should consider whether they want Bailey to lead the city, given his almost schizoid spirituality (my church is great even if the doctrines and clergy are backwards and bigoted).

What does it say about Bailey's intellect that he can hold such self-contradictory ideas?",0.4,10,0.0,0.0,0.0,0.4,0.5,0.0,0.7,0.0,0.0,0.1,0.9,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111
47,245965,"Finally someone is speaking up against the rich and powerful Ainsworth Spanish Immersion (ASI) syndicate.

These ASI people are the biggest hypocrites. 

The fact is that ASI has the fewest minorities and poor families of all the Spanish immersion programs in Portland, by far. The ASI Spanish speakers are mostly rich white Hispanic families, who are now claiming to be part of the historically underserved population. This is an abomination. ASI has become a place for rich white kids to learn Spanish while also using public funding. 

ASI have orchestrated a campaign to show how they are being ""segregated"". They've brought in ringers, had people put on fake accents, every disingenuous argument that they could come up with, all so that the program does not have to move to another building less than 3 miles away.
Moving the program would open it up to more poor families of color, but ASI  would rather abandon the program than allow this.

That is the real injustice here. 

Somos egoistas.",0.5,10,0.0,0.1,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,"Finally someone is speaking up against the rich and powerful Ainsworth Spanish Immersion (ASI) syndicate.

These ASI people are the biggest hypocrites. 

The fact is that ASI has the fewest minorities and poor families of all the Spanish immersion programs in Portland, by far. The ASI Spanish speakers are mostly rich white Hispanic families, who are now claiming to be part of the historically underserved population. This is an abomination. ASI has become a place for rich white kids to learn Spanish while also using public funding. 

ASI have orchestrated a campaign to show how they are being ""segregated"". They've brought in ringers, had people put on fake accents, every disingenuous argument that they could come up with, all so that the program does not have to move to another building less than 3 miles away.
Moving the program would open it up to more poor families of color, but ASI  would rather abandon the program than allow this.

That is the real injustice here. 

Somos egoistas.",0.5,10,0.0,0.1,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,167
48,246035,"Mr/Ms so-called Brown,
I did not say anything about Latino nannies. Now did you come up with that kind of detail? Hmm.  

You speak of an integrated school, but from your statement it is clear that you are fine with any or all neighborhood families being thrown out of Ainsworth (""redistricted"") so long as you are not affected.  The worst kind of hypocrite is the one that does not even realize it.

BTW I am brown, so don't bring your racist BS argument here. Can you reconcile your statement with the fact that the Ainsworth SI program has so few minorities? Why are you so opposed to making the program more inclusive?",0.5,10,0.0,0.1,0.0,0.4,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,"Mr/Ms so-called Brown,
I did not say anything about Latino nannies. Now did you come up with that kind of detail? Hmm.  

You speak of an integrated school, but from your statement it is clear that you are fine with any or all neighborhood families being thrown out of Ainsworth (""redistricted"") so long as you are not affected.  The worst kind of hypocrite is the one that does not even realize it.

BTW I am brown, so don't bring your racist BS argument here. Can you reconcile your statement with the fact that the Ainsworth SI program has so few minorities? Why are you so opposed to making the program more inclusive?",0.5,10,0.0,0.1,0.0,0.4,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,112
53,246281,"The media/leftwing hate showered on the Malheur protesters is a manifestation of their hate for anything and anyone who is Caucasian/Christian/Conservative..... it goes back to Barack Obama's bigoted ""guns and religion"" comment.   

   In the Ferguson case, the left hammered law enforcement over the shooting of Michael Brown who had punched the cop in the face and tried to steal his gun.

  In the Malheur case, the left was demanding that law enforcement confront and get aggressive with non-violent protesters to the point of a showdown, then applauded law enforcement for doing so.  

One more big difference.... the left publicized  the name and address of the Ferguson cop,  but not so with the Malheur cop.  Why?

The blatant hypocrisy of the left never ends.",0.5,10,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The media/leftwing hate showered on the Malheur protesters is a manifestation of their hate for anything and anyone who is Caucasian/Christian/Conservative..... it goes back to Barack Obama's bigoted ""guns and religion"" comment.   

   In the Ferguson case, the left hammered law enforcement over the shooting of Michael Brown who had punched the cop in the face and tried to steal his gun.

  In the Malheur case, the left was demanding that law enforcement confront and get aggressive with non-violent protesters to the point of a showdown, then applauded law enforcement for doing so.  

One more big difference.... the left publicized  the name and address of the Ferguson cop,  but not so with the Malheur cop.  Why?

The blatant hypocrisy of the left never ends.",0.5,10,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123
54,246288,"Jules Bailey would have us overlook his church's discriminatory policies simply because he says he disagrees with them.  And anyway, ""we're family"", as if it's just his crazy Uncle Imago Dei in the attic.

Mr. Baily's religion is his private business.  Nonetheless, as a candidate ""running to be a mayor for everybody"", the organizations he chooses to join are a very valid indicator of his beliefs and values.  (Jules, there are hundreds of churches which do not deny civil rights to the LBGT community.  Did you even look?)

Portlanders care deeply when a mayoral candidate chooses to join an organization which denies civil rights to any group.  What if Mr. Bailey chose to join an organization which denied civil rights to blacks?  Women? Moslems? 

As they say, Mr. Bailey, ""you can choose your friends but you can't choose your family."" In this case, you have chosen to affiliate yourself with ""family"" which denies the LBGT community full civil rights. Portland voters will not overlook this.",0.6,10,0.2,0.1,0.0,0.4,0.4,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jules Bailey would have us overlook his church's discriminatory policies simply because he says he disagrees with them.  And anyway, ""we're family"", as if it's just his crazy Uncle Imago Dei in the attic.

Mr. Baily's religion is his private business.  Nonetheless, as a candidate ""running to be a mayor for everybody"", the organizations he chooses to join are a very valid indicator of his beliefs and values.  (Jules, there are hundreds of churches which do not deny civil rights to the LBGT community.  Did you even look?)

Portlanders care deeply when a mayoral candidate chooses to join an organization which denies civil rights to any group.  What if Mr. Bailey chose to join an organization which denied civil rights to blacks?  Women? Moslems? 

As they say, Mr. Bailey, ""you can choose your friends but you can't choose your family."" In this case, you have chosen to affiliate yourself with ""family"" which denies the LBGT community full civil rights. Portland voters will not overlook this.",0.6,10,0.2,0.1,0.0,0.4,0.4,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165
57,246350,"Again with the ""dishonesty."" Sheesh. If you choose to interpret my attempt to recognize nuance as a ""twisted rationalization for bigotry,"" then I think I'm finally convinced this argument isn't worth my time. I in no way support homophobia or misogyny, but personally, I'm increasingly convinced that the greatest ""evil"" in this world is the insistence that one's political and ideological adversaries should be dismissed as ""evil."" 

It's a messy, (mostly) gray world out there -- I'd say we should spend less energy trying to delineate our enemies from our allies and more energy seeking common ground and respectful dialogue. But to each their own -- you do you, and if black-and-white helps you sleep at night, knock yourself out.",0.5,10,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Again with the ""dishonesty."" Sheesh. If you choose to interpret my attempt to recognize nuance as a ""twisted rationalization for bigotry,"" then I think I'm finally convinced this argument isn't worth my time. I in no way support homophobia or misogyny, but personally, I'm increasingly convinced that the greatest ""evil"" in this world is the insistence that one's political and ideological adversaries should be dismissed as ""evil."" 

It's a messy, (mostly) gray world out there -- I'd say we should spend less energy trying to delineate our enemies from our allies and more energy seeking common ground and respectful dialogue. But to each their own -- you do you, and if black-and-white helps you sleep at night, knock yourself out.",0.5,10,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120
59,246730,"Imago Dei is a large institution with political clout that condemns your mom as a sinner.  I don't call that ""love.""  Imago Dei's anti-gay evangelism is different from my Aunt Agnes expressing discomfort with gay marriage over tea.

My goal is to make sure that Bailey loses this election.  I won't change the minds of those who buy into  Imago Dei patriarchy/homophobia trip and I kinda don't care.
If I dissuade someone from joining the group- well that is worthwhile and a possibility.

Posting under a new screen name that is an alteration of my screen name annoys me.
Show a little more originality.",0.4,10,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Imago Dei is a large institution with political clout that condemns your mom as a sinner.  I don't call that ""love.""  Imago Dei's anti-gay evangelism is different from my Aunt Agnes expressing discomfort with gay marriage over tea.

My goal is to make sure that Bailey loses this election.  I won't change the minds of those who buy into  Imago Dei patriarchy/homophobia trip and I kinda don't care.
If I dissuade someone from joining the group- well that is worthwhile and a possibility.

Posting under a new screen name that is an alteration of my screen name annoys me.
Show a little more originality.",0.4,10,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104
62,247068,"Great point.  This picking-and-choosing allows folks to subjugate women, but ignores all the other great stuff in Leviticus.  Eat a cheeseburger?  That's a sin--mixing meat and dairy.  Not circumsized guys?  You're a sinner.  Work on Sunday?  Sinner.  (So...are religious leaders who are ""working"" leading their congregations on Sunday...wow, gets confusing.)  The litany of Old Testament things that the ""Good Book"" says is hilarious.  Just as hilarious as saying women aren't fit to lead--because the ""Good Book"" says so.  As Nathan might suggest, read Leviticus--it's an eye-opener.  And totally unrelated to the teachings of Jesus, the New Testament, since nowhere does he suggest women are second-class people. (Speaking of Jesus here, and not the misogynist Paul.)",0.4,10,0.1,0.0,0.0,0.3,0.2,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Great point.  This picking-and-choosing allows folks to subjugate women, but ignores all the other great stuff in Leviticus.  Eat a cheeseburger?  That's a sin--mixing meat and dairy.  Not circumsized guys?  You're a sinner.  Work on Sunday?  Sinner.  (So...are religious leaders who are ""working"" leading their congregations on Sunday...wow, gets confusing.)  The litany of Old Testament things that the ""Good Book"" says is hilarious.  Just as hilarious as saying women aren't fit to lead--because the ""Good Book"" says so.  As Nathan might suggest, read Leviticus--it's an eye-opener.  And totally unrelated to the teachings of Jesus, the New Testament, since nowhere does he suggest women are second-class people. (Speaking of Jesus here, and not the misogynist Paul.)",0.4,10,0.1,0.0,0.0,0.3,0.2,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115
64,247258,"I agree. The super rich will not give up their power willingly and will use violence, CIA dirty tricks, the FBI and whatever other means necessary to prevent the impoverished and exploited masses from taking back the power that rightfully belongs to them. 
Some of these people will use legal means for the take back of power, while others will necessarily fight violence with violence. It will take both approaches to obtain results.
The Malheur occupation was a situation of rich ranchers exploiting the ignorance of poorer white people to legitimate the privatization of public lands, one of the aims of the super rich. The Malheur occupation didn't succeed. Poor white people have the disadvantage of being sucked into believing their interests lie with rich whites when it doesn't. At least the exploited masses of non-whites know who their enemy is. Poor whites are like the faithful dog whose owner regularly kicks them in the face, but keeps coming back for more abuse.",0.6,10,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I agree. The super rich will not give up their power willingly and will use violence, CIA dirty tricks, the FBI and whatever other means necessary to prevent the impoverished and exploited masses from taking back the power that rightfully belongs to them. 
Some of these people will use legal means for the take back of power, while others will necessarily fight violence with violence. It will take both approaches to obtain results.
The Malheur occupation was a situation of rich ranchers exploiting the ignorance of poorer white people to legitimate the privatization of public lands, one of the aims of the super rich. The Malheur occupation didn't succeed. Poor white people have the disadvantage of being sucked into believing their interests lie with rich whites when it doesn't. At least the exploited masses of non-whites know who their enemy is. Poor whites are like the faithful dog whose owner regularly kicks them in the face, but keeps coming back for more abuse.",0.6,10,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163
68,247398,"Wheeler and Bailey go to vastly different cafeterias.

Jules bailey worships at the same denomination as Falwell/Huckabee/Franklin Graham/Ted Cruz.  His church preaches female submission and that gays are sinful.  He titthes to this church and also does Bible study with them.Even if his conservative fundy evangelical church pretends to be cool- they are the same homophobes as you would find at Liberty University.   
Wheeler goes to a more inclusive church, and his sky god is not as scary.

Wheeler and Bailey have some similar policies, but I find Bailey untrustworthy & wishy-washy.  Note that he won't defend the church but still gives it $.  What does Bailey believe and what will he stand up for?  Why does he listen to a Pastor who preaches that Jessica Bailey should submit to Jules Bailey?

I can understand voting for David Schor- but Bailey? Bailey? What a weakling.",0.6,10,0.1,0.0,0.0,0.5,0.4,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Wheeler and Bailey go to vastly different cafeterias.

Jules bailey worships at the same denomination as Falwell/Huckabee/Franklin Graham/Ted Cruz.  His church preaches female submission and that gays are sinful.  He titthes to this church and also does Bible study with them.Even if his conservative fundy evangelical church pretends to be cool- they are the same homophobes as you would find at Liberty University.   
Wheeler goes to a more inclusive church, and his sky god is not as scary.

Wheeler and Bailey have some similar policies, but I find Bailey untrustworthy & wishy-washy.  Note that he won't defend the church but still gives it $.  What does Bailey believe and what will he stand up for?  Why does he listen to a Pastor who preaches that Jessica Bailey should submit to Jules Bailey?

I can understand voting for David Schor- but Bailey? Bailey? What a weakling.",0.6,10,0.1,0.0,0.0,0.5,0.4,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145
